,address1,address2,city,country_code,description,latitude,longitude,state_code,zip_code,location,Geolocation
3615,10770 Donner Pass Rd #103,,Truckee,USA,Lake Tahoe,39.326419,-120.1994216,CA,96161,"[-120.1994216, 39.326419]","[-120.1994216, 39.326419]"
3618,"3979 Freedom Circle, Suite 610",,Santa Clara,USA,,37.760524,-122.387799,CA,95054,"[-122.387799, 37.760524]","[-122.387799, 37.760524]"
3619,4677 Old Ironsides Drive,#450C,Santa Clara,USA,,37.398476,-121.978821,CA,95054,"[-121.978821, 37.398476]","[-121.978821, 37.398476]"
3620,PO Box 8845,,Savannah,USA,,32.0836,-81.1003,GA,31412,"[-81.1003, 32.0836]","[-81.1003, 32.0836]"
3621,,,Monahans,USA,,31.50643,-102.974764,TX,79756,"[-102.974764, 31.50643]","[-102.974764, 31.50643]"
3622,800 Liberty St.,,Ashland,USA,,42.1827347,-122.7032759,OR,97520,"[-122.7032759, 42.1827347]","[-122.7032759, 42.1827347]"
3623,,,Overland Park,USA,,38.956198,-94.681126,KS,66212,"[-94.681126, 38.956198]","[-94.681126, 38.956198]"
3625,915 Broadway,Suite 607,New York,USA,,40.757929,-73.985506,NY,10010,"[-73.985506, 40.757929]","[-73.985506, 40.757929]"
3626,,,Vista,USA,,33.201602,-117.243469,CA,,"[-117.243469, 33.201602]","[-117.243469, 33.201602]"
3627,1617 w 6th ST,,Austin,USA,,30.275261,-97.763987,TX,78703,"[-97.763987, 30.275261]","[-97.763987, 30.275261]"
3628,Bhau Patil Road,,Pune,IND,,18.569305,73.83237,,,"[73.83237, 18.569305]","[73.83237, 18.569305]"
3629,9041 Executive Park Drive,Suite 117,Knoxville,USA,,35.921428,-84.084137,TN,37923,"[-84.084137, 35.921428]","[-84.084137, 35.921428]"
3633,228 Hamilton Avenue,4th Floor,Palo Alto,USA,Ziippi,37.4440981,-122.1612868,CA,94301,"[-122.1612868, 37.4440981]","[-122.1612868, 37.4440981]"
3634,Rochdale,,,GBR,Manchester Office,53.616352,-2.15871,,,"[-2.15871, 53.616352]","[-2.15871, 53.616352]"
3636,"Rambla de Catalunya 77, 1B",,Barcelona,ESP,HQ,41.387411,2.168518,,08007,"[2.168518, 41.387411]","[2.168518, 41.387411]"
3638,231 W. 39th St,Suite 905,New York,USA,,40.754901,-73.989622,NY,10018,"[-73.989622, 40.754901]","[-73.989622, 40.754901]"
3639,51 Vaille Ave.,,Lexington,USA,Headquarters,42.45848,-71.246417,MA,02421,"[-71.246417, 42.45848]","[-71.246417, 42.45848]"
3642,1006 Blue Ridge Place,Suite 201,Richardson,USA,Corporate Headquarters,32.955331,-96.755465,TX,75080,"[-96.755465, 32.955331]","[-96.755465, 32.955331]"
3643,444 DeHaro,Suite 130,San Francisco,USA,Headquarters,37.764169,-122.402021,CA,94117,"[-122.402021, 37.764169]","[-122.402021, 37.764169]"
3646,Two Penn Plaza,Suite 1500,New York,USA,Corporate Office,40.749559,-73.991662,NY,10121,"[-73.991662, 40.749559]","[-73.991662, 40.749559]"
3647,55 Merchant St.,14th Floor,Honolulu,USA,Headquarters,21.309419,-157.86318,HI,96813,"[-157.86318, 21.309419]","[-157.86318, 21.309419]"
3648,2604 Long Prairie Rd. Suite 200,,Flower Mound,USA,Headquarters,33.020039,-97.069403,TX,75022,"[-97.069403, 33.020039]","[-97.069403, 33.020039]"
3649,,,Barcelona,ESP,HQ,41.387917,2.169919,,,"[2.169919, 41.387917]","[2.169919, 41.387917]"
3650,Technoparkstrasse 1,,Zurich,CHE,,47.389909,8.516049,,8005,"[8.516049, 47.389909]","[8.516049, 47.389909]"
3651,3745 Waterlilly Way,Suite 100,Marietta,USA,,33.939116,-84.444006,GA,30067,"[-84.444006, 33.939116]","[-84.444006, 33.939116]"
3653,200 Winchester Circle,Suite D320,Los Gatos,USA,California,40.738476,-73.998726,CA,95032,"[-73.998726, 40.738476]","[-73.998726, 40.738476]"
3654,106 East Main St.,,Richmond,USA,,37.747342,-84.294064,KY,40475,"[-84.294064, 37.747342]","[-84.294064, 37.747342]"
3655,440 North Wolfe Road,,Sunnyvale,USA,Headquarters,37.384239,-122.012475,CA,94085,"[-122.012475, 37.384239]","[-122.012475, 37.384239]"
3656,"#4120, 10230 Jasper Ave",,Edmonton,CAN,,53.540924,-113.496095,,T5J 4P6,"[-113.496095, 53.540924]","[-113.496095, 53.540924]"
3657,Via Sile 41,,Roncade TV,ITA,Headquarter,45.564209,12.436354,,31056,"[12.436354, 45.564209]","[12.436354, 45.564209]"
3659,3701 Market Street  Suite 417,,Philadelphia,USA,Headquarters,39.95644,-75.196171,PA,19104,"[-75.196171, 39.95644]","[-75.196171, 39.95644]"
3661,5415 Oberlin Dr.,,San Diego,USA,Headquarters,32.891152,-117.200712,CA,92121,"[-117.200712, 32.891152]","[-117.200712, 32.891152]"
3662,199 Sudbury Road,,Concord,USA,,42.45494,-71.356845,MA,01742,"[-71.356845, 42.45494]","[-71.356845, 42.45494]"
3663,,,Ottawa,CAN,,45.423494,-75.697933,,,"[-75.697933, 45.423494]","[-75.697933, 45.423494]"
3664,1305 Clinton Street,Suite 220,Nashville,USA,Corporate Headquarters,36.163965,-86.796377,TN,37203,"[-86.796377, 36.163965]","[-86.796377, 36.163965]"
3665,4131 Carmichael Road,Suite 11,Montgomery,USA,Corporate,32.358311,-86.236985,AL,36106,"[-86.236985, 32.358311]","[-86.236985, 32.358311]"
3666,650 N College Street,,Auburn,USA,Development / Operations,32.618316,-85.481811,AL,36830,"[-85.481811, 32.618316]","[-85.481811, 32.618316]"
3667,60 Hazelwood Dr,Suite 122,Champaign,USA,Head Office,40.090814,-88.239866,IL,61820,"[-88.239866, 40.090814]","[-88.239866, 40.090814]"
3668,103 Rotary Drive,,West Hazleton,USA,,40.9778551,-76.0295113,PA,18202,"[-76.0295113, 40.9778551]","[-76.0295113, 40.9778551]"
3669,89 Tycos Drive,Suite 201,Toronto,CAN,,43.70452,-79.458419,,M6B 1W3,"[-79.458419, 43.70452]","[-79.458419, 43.70452]"
3670,41319 12th St W STE 103,,Palmdale,USA,HQ,34.633698,-118.152249,CA,93551,"[-118.152249, 34.633698]","[-118.152249, 34.633698]"
3673,2502 N Rocky Point #500,,Tampa,USA,Enthusem/Prospect Smarter,28.0558376,-82.6427617,FL,33607,"[-82.6427617, 28.0558376]","[-82.6427617, 28.0558376]"
3674,1724 Rockefeller Lane,,Redondo Beach,USA,,33.869578,-118.381411,CA,90278,"[-118.381411, 33.869578]","[-118.381411, 33.869578]"
3675,,,D.I.Khan,PAK,Govt:college No1 D.I.Khan,31.8498159,70.8429444,,29050,"[70.8429444, 31.8498159]","[70.8429444, 31.8498159]"
3677,"H1, 4 Antares Place",Mairangi Bay,Auckland,NZL,Headquarters,-36.74277,174.729567,,1001,"[174.729567, -36.74277]","[174.729567, -36.74277]"
3679,702 Marshall St,Suite 200,Redwood City,USA,Headquarters,37.487281,-122.227995,CA,94063,"[-122.227995, 37.487281]","[-122.227995, 37.487281]"
3680,702 North 1890 West,,Provo,USA,Utah,40.241555,-111.687548,UT,84601,"[-111.687548, 40.241555]","[-111.687548, 40.241555]"
3681,1340 S. De Anza Blvd.,Suite 104,San Jose,USA,Main Office,37.299332,-122.031435,CA,95129,"[-122.031435, 37.299332]","[-122.031435, 37.299332]"
3682,1305 Clinton Street,Suite 220,Nashville,USA,Corporate Headquarters,36.163965,-86.796377,TN,37203,"[-86.796377, 36.163965]","[-86.796377, 36.163965]"
3683,4131 Carmichael Road,Suite 11,Montgomery,USA,Corporate,32.358311,-86.236985,AL,36106,"[-86.236985, 32.358311]","[-86.236985, 32.358311]"
3684,650 N College Street,,Auburn,USA,Development / Operations,32.618316,-85.481811,AL,36830,"[-85.481811, 32.618316]","[-85.481811, 32.618316]"
3685,60 Hazelwood Dr,Suite 122,Champaign,USA,Head Office,40.090814,-88.239866,IL,61820,"[-88.239866, 40.090814]","[-88.239866, 40.090814]"
3686,103 Rotary Drive,,West Hazleton,USA,,40.9778551,-76.0295113,PA,18202,"[-76.0295113, 40.9778551]","[-76.0295113, 40.9778551]"
3687,89 Tycos Drive,Suite 201,Toronto,CAN,,43.70452,-79.458419,,M6B 1W3,"[-79.458419, 43.70452]","[-79.458419, 43.70452]"
3688,41319 12th St W STE 103,,Palmdale,USA,HQ,34.633698,-118.152249,CA,93551,"[-118.152249, 34.633698]","[-118.152249, 34.633698]"
3691,2502 N Rocky Point #500,,Tampa,USA,Enthusem/Prospect Smarter,28.0558376,-82.6427617,FL,33607,"[-82.6427617, 28.0558376]","[-82.6427617, 28.0558376]"
3692,1724 Rockefeller Lane,,Redondo Beach,USA,,33.869578,-118.381411,CA,90278,"[-118.381411, 33.869578]","[-118.381411, 33.869578]"
3693,,,D.I.Khan,PAK,Govt:college No1 D.I.Khan,31.8498159,70.8429444,,29050,"[70.8429444, 31.8498159]","[70.8429444, 31.8498159]"
3695,"H1, 4 Antares Place",Mairangi Bay,Auckland,NZL,Headquarters,-36.74277,174.729567,,1001,"[174.729567, -36.74277]","[174.729567, -36.74277]"
3697,702 Marshall St,Suite 200,Redwood City,USA,Headquarters,37.487281,-122.227995,CA,94063,"[-122.227995, 37.487281]","[-122.227995, 37.487281]"
3698,702 North 1890 West,,Provo,USA,Utah,40.241555,-111.687548,UT,84601,"[-111.687548, 40.241555]","[-111.687548, 40.241555]"
3699,1340 S. De Anza Blvd.,Suite 104,San Jose,USA,Main Office,37.299332,-122.031435,CA,95129,"[-122.031435, 37.299332]","[-122.031435, 37.299332]"
3700,1892 Via Di Salerno,,Pleasanton,USA,,37.639038,-121.803522,CA,94566,"[-121.803522, 37.639038]","[-121.803522, 37.639038]"
3701,15 Barr Street,,Balmain,AUS,Head Office,-33.857834,151.175409,,2010,"[151.175409, -33.857834]","[151.175409, -33.857834]"
3703,Praceta Guilherme Gomes Fernandes,N. 33 - 2Âº Direito,Porto,PRT,Headquarters,41.147536,-8.614826,,4050 - Porto,"[-8.614826, 41.147536]","[-8.614826, 41.147536]"
3705,1 Appleton Street,3rd Floor,Boston,USA,Headquarters,42.346723,-71.069668,MA,02116,"[-71.069668, 42.346723]","[-71.069668, 42.346723]"
3706,514 Bryant Street,,Palo Alto,USA,Headquarters,37.445739,-122.161284,CA,94301,"[-122.161284, 37.445739]","[-122.161284, 37.445739]"
3707,"Lästmakargatan 3, 1st floor",,Stockholm,SWE,Headquarters,59.3354889,18.0717355,,11144,"[18.0717355, 59.3354889]","[18.0717355, 59.3354889]"
3708,355 Adelaide St West,Suite 100,Toronto,CAN,Head Office,43.647,-79.394325,,M5V1S2,"[-79.394325, 43.647]","[-79.394325, 43.647]"
3709,18495 South Dixie Highway,#365,Miami,USA,,25.5975987,-80.3545601,FL,33157-6817,"[-80.3545601, 25.5975987]","[-80.3545601, 25.5975987]"
3711,318 South River Road,,Bedford,USA,Virtual-Strategy Magazine,42.931875,-71.463408,NH,03110,"[-71.463408, 42.931875]","[-71.463408, 42.931875]"
3712,"176 Tuckerton Road, Suite 100",,Medford Lakes,USA,New Jersey Office,39.851844,-74.815475,NJ,08055,"[-74.815475, 39.851844]","[-74.815475, 39.851844]"
3713,"1700 Sansom Street, Suite 500",,Philadelphia,USA,Philadelphia Office,39.950709,-75.168954,PA,19103,"[-75.168954, 39.950709]","[-75.168954, 39.950709]"
3714,One East Erie Street,Suite 350,Chicago,USA,BAM Studios,41.893622,-87.627423,IL,60611,"[-87.627423, 41.893622]","[-87.627423, 41.893622]"
3718,40 rue de Paradis,,Paris,FRA,,48.875367,2.350548,,75010,"[2.350548, 48.875367]","[2.350548, 48.875367]"
3722,PO BOX 141,,Denver,USA,Mailing Address,39.7393,-104.9844,CO,80201-0141,"[-104.9844, 39.7393]","[-104.9844, 39.7393]"
3723,950 17TH ST,Suite 1350,Denver,USA,Office,39.747515,-104.993788,CO,80202-2819,"[-104.993788, 39.747515]","[-104.993788, 39.747515]"
3724,Weidstrasse 22,,Zug,CHE,Headquarters,47.169157,8.528185,,6300,"[8.528185, 47.169157]","[8.528185, 47.169157]"
3726,51 Main St,Suite 100,Potsdam,USA,Corporate,44.6686534,-74.9822149,NY,13676,"[-74.9822149, 44.6686534]","[-74.9822149, 44.6686534]"
3727,,,Phoenix,USA,3219 E Camelback Rd. #225,33.4962205,-111.9641728,AZ,85018,"[-111.9641728, 33.4962205]","[-111.9641728, 33.4962205]"
3728,3104 Vineville Ave,,Macon,USA,,32.850489,-83.674786,GA,31210,"[-83.674786, 32.850489]","[-83.674786, 32.850489]"
3729,410 McLevin Rd Suite 210,,Toronto,CAN,"AndSpot, Inc. (Canada)",43.8102632,-79.2202391,,M1B 5J5,"[-79.2202391, 43.8102632]","[-79.2202391, 43.8102632]"
3730,North King Street,Smithfield,Dublin,IRL,SPADE Enterprise Centre,53.3498195,-6.2769121,,D7,"[-6.2769121, 53.3498195]","[-6.2769121, 53.3498195]"
3731,28a Park Hill,,Harpenden,GBR,London Headquarters,51.8215669,-0.3674379,,AL5 3AT,"[-0.3674379, 51.8215669]","[-0.3674379, 51.8215669]"
3732,"Marques de Monteagudo,18",,Madrid,ESP,headquarters,40.4367771,-3.6685036,,28028,"[-3.6685036, 40.4367771]","[-3.6685036, 40.4367771]"
3733,800 Brazos,,Austin,USA,LaunchPad Coworking,30.269967,-97.740833,TX,78701,"[-97.740833, 30.269967]","[-97.740833, 30.269967]"
3734,PO Box 1089,,Menlo Park,USA,ProWebSurfer HQ,37.4539,-122.1813,CA,94026-1089,"[-122.1813, 37.4539]","[-122.1813, 37.4539]"
3735,187 Lafayette St.,4th Floor,New York,USA,World Headquarters,40.74727,-73.9800645,NY,10013,"[-73.9800645, 40.74727]","[-73.9800645, 40.74727]"
3736,6 Hutton Centre,Suite 550,Santa Ana,USA,,33.69568,-117.866187,CA,92707,"[-117.866187, 33.69568]","[-117.866187, 33.69568]"
3737,11839 Kerr Pkwy,Suite 320,Lake Oswego,USA,HQ,45.4257426,-122.7074541,OR,97035,"[-122.7074541, 45.4257426]","[-122.7074541, 45.4257426]"
3738,,,Tel-Aviv,ISR,Main,32.0554,34.7595,,,"[34.7595, 32.0554]","[34.7595, 32.0554]"
3739,1250 Wood Branch Park Dr #405,,Houston,USA,Houston,29.787991,-95.598441,TX,77079,"[-95.598441, 29.787991]","[-95.598441, 29.787991]"
3740,PO BOX 9,,San Marcos,USA,,33.1434,-117.1656,CA,92079,"[-117.1656, 33.1434]","[-117.1656, 33.1434]"
3741,,,Galway,IRL,,53.2737969,-9.0517799,,,"[-9.0517799, 53.2737969]","[-9.0517799, 53.2737969]"
3742,11 Price Ave,,Columbus,USA,US Office,39.9807652,-83.0044572,OH,43201,"[-83.0044572, 39.9807652]","[-83.0044572, 39.9807652]"
3744,8117 Oak Street,,New Orleans,USA,,29.9208049,-90.0864572,LA,70118,"[-90.0864572, 29.9208049]","[-90.0864572, 29.9208049]"
3745,Llacuna 162,,Barcelona,ESP,World Headquarters,41.4063346,2.1920231,,08018,"[2.1920231, 41.4063346]","[2.1920231, 41.4063346]"
3746,Vijzelstraat 68-72,suite 2.21,Amsterdam,NLD,Twones HQ,52.3630898,4.8920901,,1017HL,"[4.8920901, 52.3630898]","[4.8920901, 52.3630898]"
3747,Luotsikatu 3,,Helsinki,FIN,Europe office,60.167909,24.9639412,,00160,"[24.9639412, 60.167909]","[24.9639412, 60.167909]"
3748,2417 Valley Forest Way,"Oakville, Ontario",,CAN,North America,43.4608103,-79.7441633,,"Oakville, Ontario","[-79.7441633, 43.4608103]","[-79.7441633, 43.4608103]"
3752,133 W. Market St.,#287,Indianapolis,USA,Indianapolis Office,39.7685402,-86.1610764,IN,46204,"[-86.1610764, 39.7685402]","[-86.1610764, 39.7685402]"
3753,332 Cowper St,,Palo Alto,USA,,37.449346,-122.161211,CA,94301,"[-122.161211, 37.449346]","[-122.161211, 37.449346]"
3754,1209 Eaton Ave. Suite 2,,San Carlos,USA,,37.492963,-122.245522,CA,94070,"[-122.245522, 37.492963]","[-122.245522, 37.492963]"
3755,2460 North Courteney Parkway,Suite #201,Merritt Island,USA,Merritt Island,28.401976,-80.704803,FL,32953,"[-80.704803, 28.401976]","[-80.704803, 28.401976]"
3756,1209 Harney St.,Suite 200,Omaha,USA,Headquarters,41.272195,-96.111348,NE,68102,"[-96.111348, 41.272195]","[-96.111348, 41.272195]"
3759,P.O. Box 34151,,Little Rock,USA,Little Rock Office,34.7465,-92.2894,AR,72203,"[-92.2894, 34.7465]","[-92.2894, 34.7465]"
3760,Brigade House,Allhalland Street,Bideford,GBR,The Big Domain,50.0482095,-5.2738154,,EX39 2JD,"[-5.2738154, 50.0482095]","[-5.2738154, 50.0482095]"
3763,6-8 Charlotte Square,,Newcastle Upon Tyne,GBR,HQ,54.971065,-1.6194034,,NE1 4XF,"[-1.6194034, 54.971065]","[-1.6194034, 54.971065]"
3764,54-62 Regent Street,,London,GBR,London Office,51.5115309,-0.1392765,,W1B 5RE,"[-0.1392765, 51.5115309]","[-0.1392765, 51.5115309]"
3765,440 N. Wolfe Road,,Sunnyvale,USA,Plu & Play Tech Center,37.384239,-122.012475,CA,94085,"[-122.012475, 37.384239]","[-122.012475, 37.384239]"
3768,915 Lady Street,,Columbia,USA,Headquarters,34.001767,-81.038477,SC,29210,"[-81.038477, 34.001767]","[-81.038477, 34.001767]"
3769,1553 West Jackson,Suite 100,Chicago,USA,Headquarters,41.87743,-87.666193,IL,60607,"[-87.666193, 41.87743]","[-87.666193, 41.87743]"
3772,17/21 George Street,,Croydon,GBR,London Office,51.5174054,-0.1855258,,CR0 1LA,"[-0.1855258, 51.5174054]","[-0.1855258, 51.5174054]"
3773,,,New York,USA,New York,40.7464969,-74.0094471,NY,10011,"[-74.0094471, 40.7464969]","[-74.0094471, 40.7464969]"
3774,,,Boston,USA,Boston,42.35892,-71.05781,MA,,"[-71.05781, 42.35892]","[-71.05781, 42.35892]"
3776,334 Santana Row,Suite #330,San Jose,USA,Silicon Valley Office,37.3218356,-121.9478049,CA,95128,"[-121.9478049, 37.3218356]","[-121.9478049, 37.3218356]"
3777,Sinanpasa Kopru Sokak,Celik Is Merkezi 10/70 Besiktas,Istanbul,TUR,Istanbul,41.043039,29.003631,,34440,"[29.003631, 41.043039]","[29.003631, 41.043039]"
3778,1648 N. Milwaukee Ave,Suite 302,Chicago,USA,,41.911174,-87.679049,IL,60647,"[-87.679049, 41.911174]","[-87.679049, 41.911174]"
3779,6466 Jubilee Rd,,Halifax,CAN,,43.648786,-79.3777473,,B3H2H3,"[-79.3777473, 43.648786]","[-79.3777473, 43.648786]"
3780,Calle Nuria 29,,Madrid,ESP,Headquarter,40.4905109,-3.7033403,,28034,"[-3.7033403, 40.4905109]","[-3.7033403, 40.4905109]"
3783,,,Durango,USA,Headquarters,37.2859182,-107.8792679,CO,81301,"[-107.8792679, 37.2859182]","[-107.8792679, 37.2859182]"
3784,70 E. Swedesford Road,Suite 120,Malvern,USA,Headquarters,40.054547,-75.515376,PA,19355,"[-75.515376, 40.054547]","[-75.515376, 40.054547]"
3785,Erottajankatu 15-17,,,FIN,Dodreams HQ,60.1659819,24.9438568,,00130,"[24.9438568, 60.1659819]","[24.9438568, 60.1659819]"
3786,22 Mount View Road,,London,GBR,London office,51.5763088,-0.11394,,N4 4HX,"[-0.11394, 51.5763088]","[-0.11394, 51.5763088]"
3788,200 west 39th st,suite 163,new york,USA,Headquarters,40.754142,-73.9883596,NY,10018,"[-73.9883596, 40.754142]","[-73.9883596, 40.754142]"
3789,Schuckertstraße 32,,Münster,DEU,Headquarters,51.9266839,7.6341781,,48153,"[7.6341781, 51.9266839]","[7.6341781, 51.9266839]"
3790,9500 Braddock Rd.,,Fairfax,USA,Headquarters,38.816765,-77.272117,VA,22032,"[-77.272117, 38.816765]","[-77.272117, 38.816765]"
3791,Suite 44,329-339 Putney Bridge Road,London,GBR,London office,51.5001524,-0.1262362,,SW15 3SG,"[-0.1262362, 51.5001524]","[-0.1262362, 51.5001524]"
3793,,,Mountain View,USA,,37.400465,-122.073003,CA,,"[-122.073003, 37.400465]","[-122.073003, 37.400465]"
3794,3850 W Northwest Hwy # 4309,,Dallas,USA,Corporate Office,32.864024,-96.662332,TX,75220-5233,"[-96.662332, 32.864024]","[-96.662332, 32.864024]"
3795,555 West Polk Street,Suite LL1,Chicago,USA,iPlanmaker,41.8719878,-87.6416957,IL,60661,"[-87.6416957, 41.8719878]","[-87.6416957, 41.8719878]"
3796,1250 Wood Branch Park Dr #405,,Houston,USA,Headquarters,29.787991,-95.598441,TX,77079,"[-95.598441, 29.787991]","[-95.598441, 29.787991]"
3798,,,Newton,USA,Office,42.3123393,-71.1864397,MA,02459,"[-71.1864397, 42.3123393]","[-71.1864397, 42.3123393]"
3799,81 rue de Verdun,,Suresnes,FRA,Headquarter,48.8747429,2.2308656,,92150,"[2.2308656, 48.8747429]","[2.2308656, 48.8747429]"
3800,3 Hristo Stambolski Str,,Sofia,BGR,Imagga HQ,42.6866911,23.316708,,1463,"[23.316708, 42.6866911]","[23.316708, 42.6866911]"
3801,18-20 Dumaresq Street,St. Helier,Jersey,GBR,Jersey Office,49.1856229,-2.1077539,,JE2 3RL,"[-2.1077539, 49.1856229]","[-2.1077539, 49.1856229]"
3802,3812 Quakerbridge Road,Suite 5,Hamilton,USA,Studio Location,40.2651249,-74.674281,NJ,08619,"[-74.674281, 40.2651249]","[-74.674281, 40.2651249]"
3803,12 Sugartree Lane,,Essex Junction,USA,Home Office,44.494617,-73.098396,VT,05452,"[-73.098396, 44.494617]","[-73.098396, 44.494617]"
3804,411 Walnut Street,Suite 8863,Green Cove Springs,USA,Corporate Address,41.880356,-87.630144,FL,42043,"[-87.630144, 41.880356]","[-87.630144, 41.880356]"
3805,Limes Court,Tettenhall,Wolverhampton,GBR,Acotis,52.597341,-2.171023,,WV6 8QJ,"[-2.171023, 52.597341]","[-2.171023, 52.597341]"
3806,2822 Central Street,Suite 100,Evanston,USA,Chicago Headquarters,42.0644028,-87.7135479,IL,60201,"[-87.7135479, 42.0644028]","[-87.7135479, 42.0644028]"
3807,"147 Wyndham St. N., Suite 203",,Guelph,CAN,Head Office,43.5471797,-80.2503319,,N1H 4E9,"[-80.2503319, 43.5471797]","[-80.2503319, 43.5471797]"
3808,Quarry Hill,Oulton,leeds,GBR,The Oulton Institute,53.752225,-1.522118,,LS26 8SX,"[-1.522118, 53.752225]","[-1.522118, 53.752225]"
3811,"Rua Pedroso Alvarenga, 990, sala 72, itaim bibi",,Sao Paulo,BRA,Office at Sao Paulo,-23.5815208,-46.6773686,,04531011,"[-46.6773686, -23.5815208]","[-46.6773686, -23.5815208]"
3812,"Rua Tiradentes, 201, sala 05, centro",,Florianopolis,BRA,Office at Florianopolis,-27.5995476,-48.5483418,,88010430,"[-48.5483418, -27.5995476]","[-48.5483418, -27.5995476]"
3816,23781 US Hwy 27,Suite 332,Lake Wales,USA,Headquarters,27.927025,-81.607259,FL,33859,"[-81.607259, 27.927025]","[-81.607259, 27.927025]"
3817,104 6th Street,,Lynden,USA,US office,48.9423947,-122.4544302,WA,98264,"[-122.4544302, 48.9423947]","[-122.4544302, 48.9423947]"
3818,Avenue de Rusatira 3,,Brussels,BEL,Brussels,50.8742426,4.2959247,,1083,"[4.2959247, 50.8742426]","[4.2959247, 50.8742426]"
3819,,,"Vancouver, British Columbia",CAN,,49.261226,-123.1139268,,,"[-123.1139268, 49.261226]","[-123.1139268, 49.261226]"
3822,701 Santa Monica Blvd,Suite 250,Santa Monica,USA,Main Headquarters,34.019122,-118.492268,CA,90401,"[-118.492268, 34.019122]","[-118.492268, 34.019122]"
3823,1350 Columbia St,Suite 402,San Diego,USA,San Diego Office,32.7194538,-117.1673934,CA,92101,"[-117.1673934, 32.7194538]","[-117.1673934, 32.7194538]"
3824,,,Oslo,NOR,,59.9138204,10.7387413,,,"[10.7387413, 59.9138204]","[10.7387413, 59.9138204]"
3827,418 6th Avenue,Suite 1210,Des Moines,USA,Liberty Building,41.581232,-93.621998,IA,50309,"[-93.621998, 41.581232]","[-93.621998, 41.581232]"
3828,678 Massachusetts Ave,Suite 1001,Cambridge,USA,Headquarters,42.357489,-71.055591,MA,02139,"[-71.055591, 42.357489]","[-71.055591, 42.357489]"
3829,,,New York,USA,,40.756054,-73.986951,NY,,"[-73.986951, 40.756054]","[-73.986951, 40.756054]"
3830,,,Cambridge,GBR,,52.2025441,0.1312368,,,"[0.1312368, 52.2025441]","[0.1312368, 52.2025441]"
3832,,,Palo Alto,USA,,37.437328,-122.159928,CA,,"[-122.159928, 37.437328]","[-122.159928, 37.437328]"
3833,Timorplein 42,,Amsterdam,NLD,Amsterdam Office,52.3655578,4.9345824,,1094CC,"[4.9345824, 52.3655578]","[4.9345824, 52.3655578]"
3837,,,Brooklyn,USA,New York,40.675234,-73.971043,NY,,"[-73.971043, 40.675234]","[-73.971043, 40.675234]"
